source,line,static_link_pattern
client/src/pages/admin/InventoryPage.jsx,5636,/admin/inventory/scrape-jobs
client/src/pages/admin/InventoryPage.jsx,5648,/admin/inventory/scrape-jobs/${…}/trigger
client/src/pages/admin/KnowledgeBasePage.jsx,5,../../components/admin/AdminCommandHeader
client/src/pages/admin/KnowledgeBasePage.jsx,151,/admin/knowledge
client/src/pages/admin/KnowledgeBasePage.jsx,163,/admin/kb/stats
client/src/pages/admin/KnowledgeBasePage.jsx,347,/admin/kb/search?q=${…}&${…}
client/src/pages/admin/KnowledgeBasePage.jsx,352,/admin/kb?${…}
client/src/pages/admin/KnowledgeBasePage.jsx,366,/admin/kb/${…}/verify
client/src/pages/admin/KnowledgeBasePage.jsx,376,/admin/kb/${…}/flag
client/src/pages/admin/KnowledgeBasePage.jsx,387,/admin/kb/${…}
client/src/pages/admin/KnowledgeBasePage.jsx,395,/admin/kb/${…}
client/src/pages/admin/KnowledgeBasePage.jsx,837,/admin/kb
client/src/pages/admin/KnowledgeBasePage.jsx,1037,/admin/kb/audit/run
client/src/pages/admin/KnowledgeBasePage.jsx,1211,/admin/kb/tokens/status
client/src/pages/admin/KnowledgeBasePage.jsx,1224,/admin/kb/tokens/check
client/src/pages/admin/KnowledgeBasePage.jsx,1453,/admin/wiki/review/queue
client/src/pages/admin/KnowledgeBasePage.jsx,1459,/admin/wiki?limit=200
client/src/pages/admin/KnowledgeBasePage.jsx,1468,/admin/wiki/${…}
client/src/pages/admin/KnowledgeBasePage.jsx,1481,/admin/wiki/review/${…}
client/src/pages/admin/KnowledgeBasePage.jsx,1499,/admin/wiki/tier/${…}
client/src/pages/admin/KnowledgeBasePage.jsx,1516,/admin/wiki/update/${…}
client/src/pages/admin/KnowledgeHubPage.jsx,4,../../components/admin/AdminCommandHeader
client/src/pages/admin/KnowledgePage.jsx,14,../../components/admin/AdminCommandHeader
client/src/pages/admin/KnowledgePage.jsx,106,/admin/knowledge/query
client/src/pages/admin/KnowledgePage.jsx,112,/admin/knowledge/file-back
client/src/pages/admin/KnowledgePage.jsx,307,/admin/knowledge/article/${…}
client/src/pages/admin/KnowledgePage.jsx,443,/admin/knowledge/health
client/src/pages/admin/KnowledgePage.jsx,568,/admin/knowledge/sources
client/src/pages/admin/KnowledgePage.jsx,578,/admin/knowledge/compile
client/src/pages/admin/KnowledgePage.jsx,581,/admin/knowledge/sources
client/src/pages/admin/KnowledgePage.jsx,587,/admin/knowledge/sources
client/src/pages/admin/KnowledgePage.jsx,600,/admin/knowledge/sources
client/src/pages/admin/KnowledgePage.jsx,849,/admin/knowledge
client/src/pages/admin/KnowledgePage.jsx,869,/admin/knowledge?
client/src/pages/admin/KnowledgePage.jsx,881,/admin/knowledge/queries
client/src/pages/admin/LawnAssessmentPanel.jsx,3,../../components/admin/AdminCommandHeader
client/src/pages/admin/LawnAssessmentPanel.jsx,144,/admin/lawn-assessment/customers
client/src/pages/admin/LawnAssessmentPanel.jsx,154,/admin/lawn-assessment/customers?q=${…}
client/src/pages/admin/LawnAssessmentPanel.jsx,207,/admin/lawn-assessment/assess
client/src/pages/admin/LawnAssessmentPanel.jsx,256,/admin/lawn-assessment/confirm
client/src/pages/admin/LawnAssessmentPanel.jsx,304,/admin/lawn-assessment/history/${…}
client/src/pages/admin/LawnAssessmentPanel.jsx,316,/admin/customers/${…}/turf-profile
client/src/pages/admin/LawnAssessmentPanel.jsx,359,/admin/customers/${…}/turf-profile
client/src/pages/admin/LawnProtocolCommandCenterPage.jsx,18,../../components/admin/AdminCommandHeader
client/src/pages/admin/LawnProtocolCommandCenterPage.jsx,202,/admin/service-library
client/src/pages/admin/LawnProtocolCommandCenterPage.jsx,233,/admin/protocols/lawn/command-center${…}
client/src/pages/admin/LawnProtocolCommandCenterPage.jsx,257,/admin/inventory?search=${…}&limit=8
client/src/pages/admin/LawnProtocolCommandCenterPage.jsx,266,/admin/protocols/lawn/products/${…}
client/src/pages/admin/LawnProtocolCommandCenterPage.jsx,282,/admin/protocols/lawn/windows/${…}
client/src/pages/admin/LawnProtocolCommandCenterPage.jsx,298,/admin/protocols/lawn/windows/${…}
client/src/pages/admin/LawnProtocolCommandCenterPage.jsx,314,/admin/protocols/lawn/windows/${…}/wiki-sync
client/src/pages/admin/LawnProtocolCommandCenterPage.jsx,332,/admin/protocols/lawn/drafts
client/src/pages/admin/LawnProtocolCommandCenterPage.jsx,350,/admin/protocols/lawn/drafts/${…}/publish
client/src/pages/admin/LawnProtocolCommandCenterPage.jsx,616,/admin/inventory?tab=protocols
client/src/pages/admin/LawnProtocolCommandCenterPage.jsx,742,/admin/kb
client/src/pages/admin/LeadsTabs.jsx,4,../../components/admin/CallBridgeLink
client/src/pages/admin/LeadsTabs.jsx,5,../../components/admin/AuthenticatedCallAudio
client/src/pages/admin/LeadsTabs.jsx,85,/admin/call-recordings/commitments/open?lead_id=${…}&limit=${…}
client/src/pages/admin/LeadsTabs.jsx,98,/admin/call-recordings/commitments/${…}
client/src/pages/admin/LeadsTabs.jsx,141,/admin/communications#tab=owed
client/src/pages/admin/LeadsTabs.jsx,953,/admin/leads?${…}
client/src/pages/admin/LeadsTabs.jsx,967,/admin/leads/sources
client/src/pages/admin/LeadsTabs.jsx,985,/admin/leads/analytics/by-source?include_inactive=1
client/src/pages/admin/LeadsTabs.jsx,997,/admin/leads/analytics/overview
client/src/pages/admin/LeadsTabs.jsx,998,/admin/leads/analytics/funnel
client/src/pages/admin/LeadsTabs.jsx,999,/admin/leads/analytics/by-source
client/src/pages/admin/LeadsTabs.jsx,1000,/admin/leads/analytics/by-channel
client/src/pages/admin/LeadsTabs.jsx,1001,/admin/leads/analytics/response
client/src/pages/admin/LeadsTabs.jsx,1002,/admin/leads/analytics/lost
client/src/pages/admin/LeadsTabs.jsx,1018,/admin/customers?limit=1
client/src/pages/admin/LeadsTabs.jsx,1020,/admin/dispatch/technicians
client/src/pages/admin/LeadsTabs.jsx,1032,/admin/services?is_active=true&limit=200
client/src/pages/admin/LeadsTabs.jsx,1088,/admin/leads/${…}
client/src/pages/admin/LeadsTabs.jsx,1174,/admin/leads/${…}
client/src/pages/admin/LeadsTabs.jsx,1200,/admin/leads/${…}
client/src/pages/admin/LeadsTabs.jsx,1234,/admin/leads
client/src/pages/admin/LeadsTabs.jsx,1237,/admin/leads/sources
client/src/pages/admin/LeadsTabs.jsx,1248,/admin/leads/${…}/convert
client/src/pages/admin/LeadsTabs.jsx,1254,/admin/leads/${…}/lost
client/src/pages/admin/LeadsTabs.jsx,1260,/admin/leads/${…}/assign
client/src/pages/admin/LeadsTabs.jsx,1266,/admin/leads/${…}
client/src/pages/admin/LeadsTabs.jsx,1276,/admin/leads/sources/${…}/cost
client/src/pages/admin/LeadsTabs.jsx,2410,/admin/leads/${…}/send-sms
client/src/pages/admin/LeadsTabs.jsx,2471,/admin/estimates?${…}
client/src/pages/admin/LeadsTabs.jsx,2481,/admin/agent-estimate?leadId=${…}
client/src/pages/admin/LeadsTabs.jsx,2754,/admin/leads/${…}/send-sms
client/src/pages/admin/LeadsTabs.jsx,2890,/admin/leads/${…}/schedule-callback
client/src/pages/admin/LeadsTabs.jsx,3122,/admin/leads/${…}/schedule-appointment
client/src/pages/admin/LeadsTabs.jsx,3607,/admin/leads/sources/${…}
client/src/pages/admin/MorePage.jsx,10,../../components/admin/AdminCommandHeader
client/src/pages/admin/MorePage.jsx,43,/admin
client/src/pages/admin/MorePage.jsx,49,/admin/login
client/src/pages/admin/NewsletterPage.jsx,23,../../components/admin/AdminCommandHeader
client/src/pages/admin/NewsletterPage.jsx,600,/admin/newsletter/events?days=14&limit=12
client/src/pages/admin/NewsletterPage.jsx,815,/admin/newsletter/events/inbox?${…}
client/src/pages/admin/NewsletterPage.jsx,827,/admin/newsletter/events/sources
client/src/pages/admin/NewsletterPage.jsx,843,/admin/newsletter/events/${…}
client/src/pages/admin/NewsletterPage.jsx,859,/admin/newsletter/events/bulk-action
client/src/pages/admin/NewsletterPage.jsx,892,/admin/newsletter/events/merge
client/src/pages/admin/NewsletterPage.jsx,1397,/admin/newsletter/calendar?pastWeeks=4&futureWeeks=12
client/src/pages/admin/NewsletterPage.jsx,1414,/admin/newsletter/calendar/${…}
client/src/pages/admin/NewsletterPage.jsx,1419,/admin/newsletter/calendar
client/src/pages/admin/NewsletterPage.jsx,1442,/admin/newsletter/calendar
client/src/pages/admin/NewsletterPage.jsx,1454,/admin/newsletter/calendar/${…}
client/src/pages/admin/NewsletterPage.jsx,1464,/admin/newsletter/calendar/${…}/draft-from-plan
client/src/pages/admin/NewsletterPage.jsx,1563,/admin/newsletter
client/src/pages/admin/NewsletterPage.jsx,1589,/admin/newsletter/sends
client/src/pages/admin/NewsletterPage.jsx,1605,/admin/newsletter/subscribers?limit=1
client/src/pages/admin/NewsletterTabs.jsx,421,/admin/newsletter/quizzes
client/src/pages/admin/NewsletterTabs.jsx,664,/admin/newsletter/subscribers?status=active&limit=1
client/src/pages/admin/NewsletterTabs.jsx,667,/admin/auth/me
client/src/pages/admin/NewsletterTabs.jsx,674,/admin/newsletter/tags
client/src/pages/admin/NewsletterTabs.jsx,691,/admin/newsletter/sends/${…}
client/src/pages/admin/NewsletterTabs.jsx,706,/admin/newsletter/sends/latest-autopilot${…}
client/src/pages/admin/NewsletterTabs.jsx,723,/admin/newsletter/segment-preview
client/src/pages/admin/NewsletterTabs.jsx,793,/admin/newsletter/sends/${…}
client/src/pages/admin/NewsletterTabs.jsx,801,/admin/newsletter/sends
client/src/pages/admin/NewsletterTabs.jsx,821,/admin/newsletter/preview
client/src/pages/admin/NewsletterTabs.jsx,840,/admin/newsletter/sends/${…}/test
client/src/pages/admin/NewsletterTabs.jsx,859,/admin/newsletter/sends/${…}/validate
client/src/pages/admin/NewsletterTabs.jsx,888,/admin/newsletter/sends/${…}/send
client/src/pages/admin/NewsletterTabs.jsx,918,/admin/newsletter/sends/${…}/schedule
client/src/pages/admin/NewsletterTabs.jsx,969,/admin/newsletter/draft-ai
client/src/pages/admin/NewsletterTabs.jsx,1944,/admin/newsletter/events/digest-plan
client/src/pages/admin/NewsletterTabs.jsx,2204,/admin/newsletter/sends
client/src/pages/admin/NewsletterTabs.jsx,2222,/admin/newsletter/sends/${…}/cancel-schedule
client/src/pages/admin/NewsletterTabs.jsx,2242,/admin/newsletter/sends/${…}
client/src/pages/admin/NewsletterTabs.jsx,2255,/admin/newsletter/sends/${…}/resume
client/src/pages/admin/NewsletterTabs.jsx,2273,/admin/newsletter/sends/${…}
client/src/pages/admin/NewsletterTabs.jsx,2293,/admin/newsletter/sends/${…}
client/src/pages/admin/NewsletterTabs.jsx,2310,/admin/newsletter/sends/${…}/quiz-results
client/src/pages/admin/NewsletterTabs.jsx,2848,/admin/newsletter/subscribers?${…}
client/src/pages/admin/NewsletterTabs.jsx,2878,/admin/newsletter/subscribers?${…}
client/src/pages/admin/NewsletterTabs.jsx,2898,${…}/admin/newsletter/subscribers.csv?${…}
client/src/pages/admin/NewsletterTabs.jsx,2926,/admin/newsletter/subscribers
client/src/pages/admin/NewsletterTabs.jsx,2947,/admin/newsletter/subscribers/import
client/src/pages/admin/NewsletterTabs.jsx,2961,/admin/newsletter/subscribers/${…}
client/src/pages/admin/NotificationEventsTabV2.jsx,456,/admin/notification-events
client/src/pages/admin/NotificationEventsTabV2.jsx,501,/admin/sms-templates/${…}
client/src/pages/admin/NotificationEventsTabV2.jsx,521,/admin/sms-templates/${…}
client/src/pages/admin/NotificationEventsTabV2.jsx,550,/admin/email-templates/automations/${…}
client/src/pages/admin/NotificationEventsTabV2.jsx,560,/admin/email-templates/versions/${…}
client/src/pages/admin/OwedTabV2.jsx,92,/admin/call-recordings/commitments/open?${…}
client/src/pages/admin/OwedTabV2.jsx,120,/admin/call-recordings/commitments/open?${…}
client/src/pages/admin/OwedTabV2.jsx,140,/admin/call-recordings/commitments/${…}
client/src/pages/admin/OwedTabV2.jsx,215,/admin/customers?customerId=${…}
client/src/pages/admin/PPCDashboardPage.jsx,424,/admin/ads/campaigns
client/src/pages/admin/PPCDashboardPage.jsx,425,/admin/ads/funnel?period=30d
client/src/pages/admin/PPCDashboardPage.jsx,426,/admin/ads/revenue-attribution?period=month
client/src/pages/admin/PayerArAgingDialog.jsx,40,/admin/payers/ar-aging
client/src/pages/admin/PayerDetailSheet.jsx,91,/admin/payers/${…}/statements
client/src/pages/admin/PayerDetailSheet.jsx,103,/admin/payers/${…}/ar
client/src/pages/admin/PayerDetailSheet.jsx,232,/admin/payers/${…}/statements/${…}
client/src/pages/admin/PayersPage.jsx,14,../../components/admin/AdminCommandHeader
client/src/pages/admin/PayersPage.jsx,86,/admin/payers?${…}
client/src/pages/admin/PayersPage.jsx,126,/admin/payers/${…}
client/src/pages/admin/PayersPage.jsx,144,/admin/payers
client/src/pages/admin/PayersPage.jsx,144,/admin/payers/${…}
client/src/pages/admin/PendingDraftsTab.jsx,72,/admin/communications?${…}
client/src/pages/admin/PendingDraftsTab.jsx,257,/admin/drafts?status=pending
client/src/pages/admin/PendingDraftsTab.jsx,278,/admin/drafts?status=pending&before=${…}
client/src/pages/admin/PendingDraftsTab.jsx,347,/admin/drafts/${…}/approve
client/src/pages/admin/PendingDraftsTab.jsx,354,/admin/drafts/${…}/revise
client/src/pages/admin/PendingDraftsTab.jsx,363,/admin/drafts/${…}/reject
client/src/pages/admin/PestPressureSettingsPage.jsx,4,../../components/admin/AdminCommandHeader
client/src/pages/admin/PestPressureSettingsPage.jsx,48,/admin/login
client/src/pages/admin/PestPressureSettingsPage.jsx,336,/admin/pest-pressure/config
client/src/pages/admin/PestPressureSettingsPage.jsx,393,/admin/pest-pressure/config
client/src/pages/admin/PestPressureSettingsPage.jsx,422,/admin/pest-pressure/scores/recent?limit=25
client/src/pages/admin/PestPressureSettingsPage.jsx,423,/admin/pest-pressure/audit?limit=25
client/src/pages/admin/PestPressureSettingsPage.jsx,440,/admin/pest-pressure/scores/${…}/recalculate
client/src/pages/admin/PestPressureSettingsPage.jsx,481,/admin/pest-pressure/scores/${…}/override
client/src/pages/admin/PestPressureSettingsPage.jsx,498,/admin/pest-pressure/scores/${…}/override
client/src/pages/admin/PestPressureSettingsPage.jsx,513,/admin/pest-pressure/preview
client/src/pages/admin/PestPressureSettingsPage.jsx,942,/admin/customers?customerId=${…}
client/src/pages/admin/PhotoAssessmentDetailSheet.jsx,73,/admin/photo-assessments/${…}/${…}/send-report
client/src/pages/admin/PhotoAssessmentDetailSheet.jsx,152,/admin/leads?search=${…}&limit=8
client/src/pages/admin/PhotoAssessmentDetailSheet.jsx,153,/admin/customers?search=${…}&limit=8
client/src/pages/admin/PhotoAssessmentDetailSheet.jsx,171,/admin/photo-assessments/${…}/${…}/link
client/src/pages/admin/PhotoAssessmentDetailSheet.jsx,362,/admin/photo-assessments/${…}/${…}
client/src/pages/admin/PhotoAssessmentDetailSheet.jsx,397,/admin/photo-assessments/${…}/${…}/generate-link
client/src/pages/admin/PhotoAssessmentsPage.jsx,163,/admin/photo-assessments/${…}
client/src/pages/admin/PhotoAssessmentsPage.jsx,242,/admin/photo-assessments?${…}
client/src/pages/admin/PhotoAssessmentsPage.jsx,243,/admin/photo-assessments/funnel?days=30
client/src/pages/admin/PriceMatchPage.jsx,3,../../components/admin/AdminCommandHeader
client/src/pages/admin/PriceMatchPage.jsx,99,/admin/price-match/drafts?status=${…}
client/src/pages/admin/PriceMatchPage.jsx,118,/admin/price-match/drafts/${…}
client/src/pages/admin/PriceMatchPage.jsx,127,/admin/price-match/drafts/${…}
client/src/pages/admin/PriceMatchPage.jsx,141,/admin/price-match/drafts/${…}/${…}
client/src/pages/admin/PriceMatchPage.jsx,191,/admin/price-match/scan
client/src/pages/admin/PricingHubPage.jsx,9,../../components/admin/AdminCommandHeader
client/src/pages/admin/PricingHubPage.jsx,36,/admin/pricing-logic
client/src/pages/admin/PricingLogicPage.jsx,12,../../components/admin/PricingLogicPanel
client/src/pages/admin/PricingLogicPage.jsx,13,../../components/admin/AdminCommandHeader
client/src/pages/admin/PricingLogicPage.jsx,106,/admin/pricing-config/margin-check
client/src/pages/admin/PricingLogicPage.jsx,664,/admin/pricing-config/pest-calibration?${…}
client/src/pages/admin/PricingLogicPage.jsx,684,/admin/pricing-config/pest-calibration?${…}
client/src/pages/admin/PricingLogicPage.jsx,1396,/admin/pricing-logic
client/src/pages/admin/PricingRealityCheckPage.jsx,146,/admin/pricing-reality-check?${…}
client/src/pages/admin/PricingRealityCheckPage.jsx,276,/admin/customers?customerId=${…}
client/src/pages/admin/PricingRealityCheckPage.jsx,318,/admin/dispatch?serviceId=${…}
client/src/pages/admin/PricingStrategyPage.jsx,95,/admin/pricing/dashboard
client/src/pages/admin/PricingStrategyPage.jsx,522,/admin/pricing/calculate-value
client/src/pages/admin/PricingStrategyPage.jsx,826,/admin/pricing/offers
client/src/pages/admin/PricingStrategyPage.jsx,1032,/admin/pricing/upsell-rules
client/src/pages/admin/PricingStrategyPage.jsx,1033,/admin/pricing/upsell-opportunities
client/src/pages/admin/PricingStrategyPage.jsx,1046,/admin/pricing/trigger-upsell/${…}
client/src/pages/admin/PricingStrategyPage.jsx,1225,/admin/pricing/ltv-analysis
client/src/pages/admin/PricingStrategyPage.jsx,1234,/admin/pricing/recalculate-ltv
client/src/pages/admin/PricingStrategyPage.jsx,1235,/admin/pricing/ltv-analysis
client/src/pages/admin/ProjectsPage.jsx,4,../../components/admin/AdminCommandHeader
client/src/pages/admin/ProjectsPage.jsx,816,/admin/projects/${…}/photos/${…}/url
client/src/pages/admin/ProjectsPage.jsx,1217,/admin/projects?${…}
client/src/pages/admin/ProjectsPage.jsx,1221,/admin/projects?${…}
client/src/pages/admin/ProjectsPage.jsx,1274,/admin/projects/types
client/src/pages/admin/ProjectsPage.jsx,1579,/admin/projects/${…}
client/src/pages/admin/ProjectsPage.jsx,1580,/admin/projects/${…}/activity
client/src/pages/admin/ProjectsPage.jsx,1683,/admin/dispatch/products/catalog
client/src/pages/admin/ProjectsPage.jsx,1706,/admin/projects/${…}
client/src/pages/admin/ProjectsPage.jsx,1724,/admin/projects/${…}
client/src/pages/admin/ProjectsPage.jsx,1802,/admin/projects/${…}/send
client/src/pages/admin/ProjectsPage.jsx,1833,/admin/projects/${…}/send
client/src/pages/admin/ProjectsPage.jsx,1871,/admin/projects/${…}/fdacs-pdf
client/src/pages/admin/ProjectsPage.jsx,1931,/admin/projects/${…}/send-with-invoice
client/src/pages/admin/ProjectsPage.jsx,1977,/admin/projects/${…}/send-with-invoice
client/src/pages/admin/ProjectsPage.jsx,2025,/admin/projects/${…}/send-prep-guide
client/src/pages/admin/ProjectsPage.jsx,2050,/admin/projects/${…}/send-portal-invite
client/src/pages/admin/ProjectsPage.jsx,2085,/admin/projects/${…}/ai-write
client/src/pages/admin/ProjectsPage.jsx,2103,/admin/projects/${…}
client/src/pages/admin/ProjectsPage.jsx,2147,/admin/projects/${…}
client/src/pages/admin/ProjectsPage.jsx,2194,/admin/projects/${…}/close
client/src/pages/admin/ProjectsPage.jsx,2246,/admin/projects/${…}/photos/${…}
client/src/pages/admin/ProjectsPage.jsx,2262,/admin/projects/${…}/photos
client/src/pages/admin/ProjectsPage.jsx,3375,/admin/projects/${…}/photos/${…}
client/src/pages/admin/ProjectsPage.jsx,3395,/admin/projects/${…}/photos/${…}/url
client/src/pages/admin/ProtocolReferenceTabV2.jsx,947,/admin/protocols/programs?${…}
client/src/pages/admin/ProtocolReferenceTabV2.jsx,968,/admin/protocols/programs
client/src/pages/admin/ProtocolReferenceTabV2.jsx,981,/admin/protocols/programs?${…}
client/src/pages/admin/ProtocolReferenceTabV2.jsx,1006,/admin/equipment-systems/calibrations
client/src/pages/admin/ProtocolReferenceTabV2.jsx,1036,/admin/protocols/lawn-mix?${…}
client/src/pages/admin/RecruitingPage.jsx,16,../../components/admin/AdminCommandHeader
client/src/pages/admin/RecruitingPage.jsx,113,/admin/careers?status=${…}&offset=${…}
client/src/pages/admin/RecruitingPage.jsx,135,/admin/careers/${…}
client/src/pages/admin/RecruitingPage.jsx,166,/admin/careers/${…}/status
client/src/pages/admin/ReferralsPage.jsx,144,/admin/referrals/stats
client/src/pages/admin/ReferralsPage.jsx,145,/admin/referrals/promoters
client/src/pages/admin/ReferralsPage.jsx,146,/admin/referrals/queue
client/src/pages/admin/ReferralsPage.jsx,147,/admin/referrals/payouts
client/src/pages/admin/ReferralsPage.jsx,165,/admin/referrals/enroll
client/src/pages/admin/ReferralsPage.jsx,191,/admin/referrals/submit
client/src/pages/admin/ReferralsPage.jsx,221,/admin/referrals/${…}/status
client/src/pages/admin/ReferralsPage.jsx,229,/admin/referrals/payouts/${…}/approve
client/src/pages/admin/ReferralsPageV2.jsx,12,../../components/admin/AdminCommandHeader
client/src/pages/admin/ReferralsPageV2.jsx,271,/admin/referrals/stats
client/src/pages/admin/ReferralsPageV2.jsx,272,/admin/referrals/promoters?status=all
client/src/pages/admin/ReferralsPageV2.jsx,275,/admin/referrals/queue
client/src/pages/admin/ReferralsPageV2.jsx,276,/admin/referrals/payouts
client/src/pages/admin/ReferralsPageV2.jsx,292,/admin/referrals/settings
client/src/pages/admin/ReferralsPageV2.jsx,296,/admin/referrals/analytics
client/src/pages/admin/ReferralsPageV2.jsx,309,/admin/customers?search=${…}&limit=8
client/src/pages/admin/ReferralsPageV2.jsx,324,/admin/referrals/enroll
client/src/pages/admin/ReferralsPageV2.jsx,345,/admin/referrals/${…}/status
client/src/pages/admin/ReferralsPageV2.jsx,358,/admin/referrals/${…}/convert
client/src/pages/admin/ReferralsPageV2.jsx,375,/admin/referrals/payouts/${…}/approve
client/src/pages/admin/ReferralsPageV2.jsx,386,/admin/referrals/settings
client/src/pages/admin/ReferralsPageV2.jsx,417,/admin/referrals/submit
client/src/pages/admin/RevenuePage.jsx,203,/admin/ads/revenue-attribution?period=${…}
client/src/pages/admin/RevenuePage.jsx,374,/admin/revenue/overview?period=${…}
client/src/pages/admin/ReviewVelocityEngine.jsx,530,/admin/reviews/outreach-activity?limit=100
client/src/pages/admin/ReviewVelocityEngine.jsx,552,/admin/reviews/outreach-analytics?days=90
client/src/pages/admin/ReviewVelocityEngine.jsx,561,/admin/reviews/outreach-candidates
client/src/pages/admin/ReviewVelocityEngine.jsx,619,/admin/reviews/send-request
client/src/pages/admin/ReviewVelocityEngine.jsx,661,/admin/reviews/outreach/start-sequence
client/src/pages/admin/ReviewVelocityEngine.jsx,1730,/admin/communications/call
client/src/pages/admin/ReviewVelocityEngine.jsx,1766,/admin/communications?phone=${…}
client/src/pages/admin/ReviewVelocityEngine.jsx,2455,/admin/communications/call
client/src/pages/admin/ReviewsPage.jsx,3,../../components/admin/AdminCommandHeader
client/src/pages/admin/ReviewsPage.jsx,417,/admin/reviews/${…}/ai-reply
client/src/pages/admin/ReviewsPage.jsx,1241,/admin/reviews/incentives?days=${…}
client/src/pages/admin/ReviewsPage.jsx,1242,/admin/reviews/incentives/attribution-queue?days=${…}
client/src/pages/admin/ReviewsPage.jsx,1265,/admin/reviews/incentives/sync
client/src/pages/admin/ReviewsPage.jsx,1269,/admin/reviews/incentives/attribution-queue?days=${…}
client/src/pages/admin/ReviewsPage.jsx,1287,/admin/reviews/incentives/mark-paid
client/src/pages/admin/ReviewsPage.jsx,1302,${…}/admin/reviews/incentives/export?days=${…}
client/src/pages/admin/ReviewsPage.jsx,1353,/admin/reviews/incentives/attribution-candidates?${…}
client/src/pages/admin/ReviewsPage.jsx,1371,/admin/reviews/incentives/attribute
client/src/pages/admin/ReviewsPage.jsx,2108,/admin/reviews?${…}
client/src/pages/admin/ReviewsPage.jsx,2128,/admin/reviews?${…}
client/src/pages/admin/ReviewsPage.jsx,2162,/admin/reviews/${…}/retract-reply
client/src/pages/admin/ReviewsPage.jsx,2163,/admin/reviews/${…}/auto-reply/${…}
client/src/pages/admin/ReviewsPage.jsx,2172,/admin/reviews/${…}/reply
client/src/pages/admin/ReviewsPage.jsx,2218,/admin/reviews/${…}/dismiss
client/src/pages/admin/SEODashboardPage.jsx,495,/admin/seo/ai-overview
client/src/pages/admin/SEODashboardPage.jsx,496,/admin/seo/rankings?days=7
client/src/pages/admin/SEODashboardPage.jsx,497,/admin/seo/backlinks
client/src/pages/admin/SEODashboardPage.jsx,655,/admin/seo/sync
client/src/pages/admin/SEODashboardPage.jsx,660,/admin/seo/rankings/track
client/src/pages/admin/SEODashboardPage.jsx,665,/admin/seo/advisor/generate
client/src/pages/admin/SEOPage.jsx,15,../../components/admin/AdminCommandHeader
client/src/pages/admin/SEOPage.jsx,19,../../components/admin/GeoGridMap
client/src/pages/admin/SEOPage.jsx,253,/admin/seo/dashboard?period=${…}${…}
client/src/pages/admin/SEOPage.jsx,460,/admin/seo/sync-health
client/src/pages/admin/SEOPage.jsx,619,/admin/seo/advisor
client/src/pages/admin/SEOPage.jsx,636,/admin/seo/sync
client/src/pages/admin/SEOPage.jsx,637,/admin/seo/advisor/generate
client/src/pages/admin/SEOPage.jsx,879,/admin/seo/geo-grid
client/src/pages/admin/SEOPage.jsx,893,/admin/seo/geo-grid/heatmap?office=${…}&keyword=${…}
client/src/pages/admin/SEOPage.jsx,911,/admin/seo/geo-grid/run
client/src/pages/admin/SEOPage.jsx,922,/admin/seo/geo-grid
client/src/pages/admin/SEOPage.jsx,940,${…}/admin/seo/geo-grid/export?office=${…}&keyword=${…}
client/src/pages/admin/SEOPage.jsx,973,/admin/seo/geo-grid/keywords
client/src/pages/admin/SEOPage.jsx,1262,/admin/seo/rankings?days=7
client/src/pages/admin/SEOPage.jsx,1551,/admin/seo/rankings-monitor?period=${…}
client/src/pages/admin/SEOPage.jsx,1703,/admin/seo/backlinks
client/src/pages/admin/SEOPage.jsx,1715,/admin/seo/llm-mentions
client/src/pages/admin/SEOPage.jsx,1724,/admin/seo/llm-mentions/scan
client/src/pages/admin/SEOPage.jsx,1726,/admin/seo/llm-mentions
client/src/pages/admin/SEOPage.jsx,1727,/admin/seo/backlinks
client/src/pages/admin/SEOPage.jsx,1740,/admin/seo/backlinks/scan
client/src/pages/admin/SEOPage.jsx,1741,/admin/seo/backlinks
client/src/pages/admin/SEOPage.jsx,2553,/admin/backlink-agent/prospects/stats
client/src/pages/admin/SEOPage.jsx,2559,/admin/backlink-agent/prospects?status=${…}
client/src/pages/admin/SEOPage.jsx,2568,/admin/backlink-agent/prospects${…}
client/src/pages/admin/SEOPage.jsx,2579,/admin/backlink-agent/prospects/verify
client/src/pages/admin/SEOPage.jsx,2584,/admin/backlink-agent/prospects/${…}/recheck
client/src/pages/admin/SEOPage.jsx,2591,/admin/backlink-agent/prospects
client/src/pages/admin/SEOPage.jsx,2825,/admin/backlink-agent/prospects/outreach/pending
client/src/pages/admin/SEOPage.jsx,2840,/admin/backlink-agent/prospects/${…}/outreach/send
client/src/pages/admin/SEOPage.jsx,2848,/admin/backlink-agent/prospects/${…}/outreach/reconcile
client/src/pages/admin/SEOPage.jsx,2961,/admin/backlink-agent/prospects/${…}/outreach/draft
client/src/pages/admin/SEOPage.jsx,3041,/admin/backlink-agent/registry?${…}
client/src/pages/admin/SEOPage.jsx,3062,/admin/backlink-agent/registry/${…}
client/src/pages/admin/SEOPage.jsx,3093,/admin/backlink-agent/registry/${…}
client/src/pages/admin/SEOPage.jsx,3116,/admin/backlink-agent/registry/${…}/acquire-anyway
client/src/pages/admin/SEOPage.jsx,3142,/admin/backlink-agent/registry/jobs/investigate
client/src/pages/admin/SEOPage.jsx,3523,/admin/backlink-agent/owner-queue
client/src/pages/admin/SEOPage.jsx,3569,/admin/backlink-agent/owner-queue/rows/${…}/approve
client/src/pages/admin/SEOPage.jsx,3586,/admin/backlink-agent/prospects/${…}/outreach/reconcile
